unique.ind,grid.id,detection,season,total.months,days.per.month,total.day.per.year,visit.reason,hunter (Yes/No),distance,signs,freq.sighting,year.obs,sighting.month,sighting.season,other.visit.grids,mean.elevation,median.elevation,village.number,river.length.sum,road.length.sum,slope.mean,presence.absence
113,1268,YES,1,1,3,3,hunting,Yes,3860,nb,year,2022,2,1,1267;1210,1081,996,0,7601.01013,0,27.18976943,1
113,1267,YES,2,2,15,30,rice,No,2180,nb,year,2023,NA,NA,NA,630,591.5,1,86262.42692,5385.046537,20.47380299,1
114,1153,YES,2,2,12,24,rice,No,1000,nb,NA,2022,4,2,1209;1210,705,703,0,10673.28448,3277.875704,24.11268879,1
115,1324,YES,3,7,3,21,trapping,Yes,1500,nb,month,2023,4,2,NA,797,801.5,1,48035.28792,4321.175185,23.14517347,1
116,1325,NO,1,1,5,5,rice,No,140,nb,month,2018,NA,NA,1324,1082,1023,0,3185.344628,0,24.59124212,0
116,1268,NO,1,1,2,2,trapping,Yes,3360,NA,NA,NA,NA,NA,1324;1325,1081,996,0,7601.01013,0,27.18976943,0
117,1268,NO,2,2,10,20,rice,No,1360,NA,NA,NA,NA,NA,1324,1081,996,0,7601.01013,0,27.18976943,0
117,1324,NO,2,1,2,2,ant_coll,No,570,NA,NA,NA,NA,NA,NA,797,801.5,1,48035.28792,4321.175185,23.14517347,0
117,1267,NO,3,2,7,14,rice,No,770,NA,NA,NA,NA,NA,1324,630,591.5,1,86262.42692,5385.046537,20.47380299,0
118,1324,YES,2,1,2,2,ant_coll,No,1260,ds,year,2023,4,2,NA,797,801.5,1,48035.28792,4321.175185,23.14517347,1
118,1267,YES,1,2,7,14,rice,No,1500,nb,year,2023,NA,NA,1324,630,591.5,1,86262.42692,5385.046537,20.47380299,1
119,1324,YES,2,1,1,1,tuber_coll,No,280,nb,year,2023,4,2,NA,797,801.5,1,48035.28792,4321.175185,23.14517347,1
120,1380,NO,3,7,10,70,trapping,Yes,5200,NA,NA,NA,NA,NA,1324;1381,1730,1763,0,1931.021165,0,33.11834161,0
120,1326,NO,3,7,10,70,trapping,Yes,6500,NA,NA,NA,NA,NA,1324;1326,1543,1576,0,2645.44325,0,22.50890804,0
121,1267,YES,2,1,5,5,jhum,No,2300,nb,year,2023,NA,NA,1324,630,591.5,1,86262.42692,5385.046537,20.47380299,1
122,1324,YES,3,2,3,6,fishing,No,1340,nb,year,2023,4,2,NA,797,801.5,1,48035.28792,4321.175185,23.14517347,1
123,1439,YES,1,2,3,6,hunting,Yes,350,nb,year,2023,NA,NA,1382,1032,979,1,27698.80518,10829.02572,24.12946974,1
124,1439,YES,2,2,3,6,cane_coll,No,2790,nb,NA,2022,4;5,2,1382,1032,979,1,27698.80518,10829.02572,24.12946974,1
125,1382,YES,1,1,10,10,rice,No,1540,ds,year,2022,9,1,NA,966,984.5,1,28481.77679,3218.057544,25.07342182,1
125,1439,YES,1,2,3,6,hunting,Yes,860,nb,year,2023,NA,NA,1382,1032,979,1,27698.80518,10829.02572,24.12946974,1
125,1383,NO,3,3,5,15,rice,No,10800,NA,NA,NA,NA,NA,1382,1647,1606.5,0,58.49506415,0,25.13116509,0
126,1382,YES,3,3,5,15,rice,No,22600,nb,year,2022,9,1,NA,966,984.5,1,28481.77679,3218.057544,25.07342182,1
126,1438,YES,1,1,20,20,trapping,Yes,880,nb,NA,2022,2,1,1381;1382,1423,1437,0,6599.101942,95.48519113,29.128783,1
126,1496,YES,1,2,15,30,trapping,Yes,4350,ds,NA,2022,2,1,1382;1439,1223,1213,0,6706.938181,0,26.90466251,1
127,1382,YES,2,1,5,5,rice,No,810,ds,year,2022,NA,NA,NA,966,984.5,1,28481.77679,3218.057544,25.07342182,1
127,1438,YES,2,2,7,14,rice,No,2500,nb,year,2023,NA,NA,1382;1381,1423,1437,0,6599.101942,95.48519113,29.128783,1
128,1438,NO,1,4,5,20,firewood_coll,No,1200,ob,NA,2014,NA,NA,1382;1381,1423,1437,0,6599.101942,95.48519113,29.128783,0
128,1439,NO,2,2,3,6,mithun,No,1890,ob,NA,2014,NA,NA,1382,1032,979,1,27698.80518,10829.02572,24.12946974,0
129,1438,NO,2,2,7,14,rice,No,1340,NA,NA,NA,NA,NA,1382;1381,1423,1437,0,6599.101942,95.48519113,29.128783,0
129,1267,YES,1,2,15,30,trapping,Yes,7000,nb,year,2023,NA,NA,1209;1266,630,591.5,1,86262.42692,5385.046537,20.47380299,1
129,1098,NO,1,1,2,2,hunting,Yes,490,NA,NA,NA,NA,NA,1097,912,945.5,1,19855.78065,3563.943087,27.03014602,0
130,1098,YES,1,1,2,2,hunting,Yes,610,fs,year,2023,2,1,1097,912,945.5,1,19855.78065,3563.943087,27.03014602,1
130,1155,YES,1,1,2,2,hunting,Yes,2170,nb,year,2023,NA,NA,1097;1098,1465,1523.5,0,7988.176756,0,27.77680561,1
131,1267,YES,3,4,4,16,rice,No,10300,ds,year,2022,12,1,1097;1154;1211;1210,630,591.5,1,86262.42692,5385.046537,20.47380299,1
131,1155,NO,3,6,8,48,trapping,Yes,3220,NA,NA,NA,NA,NA,1097;1098,1465,1523.5,0,7988.176756,0,27.77680561,0
132,1155,NO,3,6,8,48,trapping,Yes,3200,NA,NA,NA,NA,NA,1097;1098,1465,1523.5,0,7988.176756,0,27.77680561,0
132,1211,YES,3,6,8,48,trapping,Yes,4440,nb,NA,2022,NA,NA,1097;1154,957,944,0,14855.38403,1294.186137,27.58811074,1
133,1098,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,912,945.5,1,19855.78065,3563.943087,27.03014602,0
134,1210,NO,1,1,6,6,rice,No,7300,NA,NA,NA,NA,NA,1097;1154;1211,498,468,0,41920.81527,8895.294091,15.68039488,0
137,1319,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,1320,867,812,1,23980.16662,5870.452767,29.27899454,0
138,1264,NO,3,12,30,360,village,No,0,ob,NA,2015,NA,NA,NA,750,696.5,1,51598.05295,4699.304387,27.45069248,0
138,1207,NO,1,2,3,6,bamboo,No,3000,ds,NA,2013,NA,NA,1264,1292,1231,0,6866.891058,1056.656334,35.70051375,0
139,1264,NO,3,3,10,30,rice,No,670,NA,NA,NA,NA,NA,NA,750,696.5,1,51598.05295,4699.304387,27.45069248,0
140,1264,NO,1,2,4,8,trapping,Yes,270,NA,NA,NA,NA,NA,NA,750,696.5,1,51598.05295,4699.304387,27.45069248,0
141,1208,NO,3,4,15,60,rice,No,1690,NA,NA,NA,NA,NA,1264;1207,886,882,0,15414.38864,4473.342348,30.03167702,0
142,1208,NO,2,2,20,40,rice,No,2140,NA,NA,NA,NA,NA,1264;1207,886,882,0,15414.38864,4473.342348,30.03167702,0
142,1264,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,750,696.5,1,51598.05295,4699.304387,27.45069248,0
143,1207,NO,2,2,3,6,tuber_coll,No,1150,NA,NA,NA,NA,NA,1264,1292,1231,0,6866.891058,1056.656334,35.70051375,0
149,1320,NO,2,2,20,40,rice,No,300,NA,NA,NA,NA,NA,NA,945,888,1,4912.86687,3921.576722,30.93920249,0
150,1319,NO,2,3,10,30,rice,No,100,NA,NA,NA,NA,NA,1320,867,812,1,23980.16662,5870.452767,29.27899454,0
151,1319,NO,2,4,20,80,rice,No,720,NA,NA,NA,NA,NA,1320,867,812,1,23980.16662,5870.452767,29.27899454,0
152,1264,YES,3,12,7,84,transit,No,9700,ds,NA,2022,NA,NA,1209;1208;1207,750,696.5,1,51598.05295,4699.304387,27.45069248,1
153,1324,NO,2,1,1,1,rice,No,20000,NA,NA,NA,NA,NA,1728,797,801.5,1,48035.28792,4321.175185,23.14517347,0
153,1728,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,1593,1545,1,57303.16538,5103.118144,24.72734731,0
154,1728,NO,3,6,7,42,rice,No,550,NA,NA,NA,NA,NA,NA,1593,1545,1,57303.16538,5103.118144,24.72734731,0
155,1728,NO,3,2,3,6,hunting,Yes,670,NA,NA,NA,NA,NA,NA,1593,1545,1,57303.16538,5103.118144,24.72734731,0
156,1728,NO,1,3,3,9,hunting,Yes,1250,NA,NA,NA,NA,NA,NA,1593,1545,1,57303.16538,5103.118144,24.72734731,0
157,1728,NO,1,2,6,12,trapping,Yes,1100,NA,NA,NA,NA,NA,NA,1593,1545,1,57303.16538,5103.118144,24.72734731,0
158,1786,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,1834,1774.5,2,7491.140383,2627.743188,27.20194263,0
159,1728,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,1593,1545,1,57303.16538,5103.118144,24.72734731,0
160,1728,NO,1,3,15,45,hunting,Yes,1000,NA,NA,NA,NA,NA,NA,1593,1545,1,57303.16538,5103.118144,24.72734731,0
161,1555,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,1236,1148.5,1,19882.35102,12624.5838,24.89670037,0
162,1555,NO,2,3,20,60,rice,No,310,NA,NA,NA,NA,NA,NA,1236,1148.5,1,19882.35102,12624.5838,24.89670037,0
163,1555,NO,3,3,10,30,rice,No,1150,NA,NA,NA,NA,NA,NA,1236,1148.5,1,19882.35102,12624.5838,24.89670037,0
164,1554,NO,1,1,4,4,fencing,No,2420,NA,NA,NA,NA,NA,1497,1732,1662,0,0,2565.764679,29.17226126,0
164,1497,YES,1,2,7,14,rice,No,300,ds,NA,2021,NA,NA,NA,1291,1359,2,7284.932902,6124.020073,19.69634268,1
165,1497,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,1291,1359,2,7284.932902,6124.020073,19.69634268,0
166,1211,YES,1,1,4,4,trapping,Yes,3500,nb,year,2023,4,2,1267;1210,957,944,0,14855.38403,1294.186137,27.58811074,1
166,1267,YES,3,2,5,10,trapping,Yes,1480,nb,NA,2023,4,2,NA,630,591.5,1,86262.42692,5385.046537,20.47380299,1
166,1210,YES,2,3,10,30,rice,No,1100,nb,year,2023,NA,NA,NA,498,468,0,41920.81527,8895.294091,15.68039488,1
167,1210,YES,3,2,2,4,frog_coll,No,1260,nb,year,2023,3,2,1267,498,468,0,41920.81527,8895.294091,15.68039488,1
167,1267,NO,2,2,10,20,rice,No,1650,ds,NA,2013,NA,NA,NA,630,591.5,1,86262.42692,5385.046537,20.47380299,0
168,1039,NO,3,6,3,18,trapping,Yes,7540,NA,NA,NA,NA,NA,1097;1096,1272,1252.5,0,14205.43088,0,34.18432746,0
168,1154,NO,3,6,3,18,hunting,Yes,7380,NA,NA,NA,NA,NA,1097;1096,773,721.5,0,37017.46211,7594.462479,23.56316302,0
169,1154,YES,2,2,4,8,jhum,No,970,nb,year,2022,NA,NA,1097,773,721.5,0,37017.46211,7594.462479,23.56316302,1
170,1039,NO,1,4,2,8,hunting,Yes,5000,NA,NA,NA,NA,NA,1097;1096,1272,1252.5,0,14205.43088,0,34.18432746,0
170,1097,NO,3,6,6,36,trapping,Yes,500,NA,NA,NA,NA,NA,NA,719,701.5,2,8903.222209,11415.74278,23.64752159,0
170,1154,NO,2,2,6,12,rice,No,1160,ds,NA,2018,5,2,1097,773,721.5,0,37017.46211,7594.462479,23.56316302,0
171,983,NO,1,4,10,40,trapping,Yes,7420,NA,NA,NA,NA,NA,1097;1040,694,1571,0,546.8736733,0,34.91122599,0
172,1039,NO,1,5,12,60,trapping,Yes,6470,NA,NA,NA,NA,NA,1097;1096,1272,1252.5,0,14205.43088,0,34.18432746,0
172,1153,NO,2,1,1,1,mithun,No,3970,NA,NA,NA,NA,NA,1097;1154,705,703,0,10673.28448,3277.875704,24.11268879,0
172,1154,NO,2,1,1,1,mithun,No,2080,NA,NA,NA,NA,NA,1097,773,721.5,0,37017.46211,7594.462479,23.56316302,0
173,1097,YES,1,2,3,6,hunting,Yes,810,ds,NA,2022,NA,NA,NA,719,701.5,2,8903.222209,11415.74278,23.64752159,1
174,985,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,NA,629,578,1,47274.70368,11304.38954,23.51868719,0
175,985,NO,3,4,10,40,rice,No,760,NA,NA,NA,NA,NA,NA,629,578,1,47274.70368,11304.38954,23.51868719,0
176,985,NO,1,2,10,20,rice,No,800,NA,NA,NA,NA,NA,NA,629,578,1,47274.70368,11304.38954,23.51868719,0
177,985,NO,1,4,10,40,mithun,No,1090,nb,year,2018,NA,NA,NA,629,578,1,47274.70368,11304.38954,23.51868719,0
177,928,NO,1,3,6,18,hunting,Yes,2470,NA,NA,NA,NA,NA,985,1402,1262,0,4831.381562,0,36.51638551,0
178,872,NO,1,4,10,40,trapping,Yes,4200,NA,NA,NA,NA,NA,928;929;985,1517,1468,0,3402.973239,0,37.10340113,0
179,929,YES,2,1,2,2,mithun,No,2060,nb,NA,2023,4,2,985;986,694,919,0,6053.287513,0,32.22507808,1
179,985,NO,1,3,10,30,trapping,Yes,2430,NA,NA,NA,NA,NA,NA,629,578,1,47274.70368,11304.38954,23.51868719,0
179,930,NO,1,3,10,30,trapping,Yes,4500,NA,NA,NA,NA,NA,986;929;985,865,857,0,7188.345236,0,33.6673893,0
180,1042,NO,1,4,10,40,trapping,Yes,150,ob,NA,2018,NA,NA,NA,811,836,1,5591.358794,698.2486338,26.96817366,0
180,1041,NO,2,4,8,32,rice,No,3000,ob,NA,2018,NA,NA,1042,619,547.5,0,6797.529637,3197.948939,21.81366965,0
180,1043,NO,1,3,10,30,trapping,Yes,5000,ob,NA,2018,NA,NA,1042,786,796,0,4246.421307,4483.426389,33.71758104,0
181,1042,NO,3,6,8,48,trapping,Yes,2300,ob,NA,2013,NA,NA,NA,811,836,1,5591.358794,698.2486338,26.96817366,0
181,985,NO,2,2,10,20,rice,No,930,ds,NA,2013,NA,NA,1042,629,578,1,47274.70368,11304.38954,23.51868719,0
182,1042,NO,3,4,10,40,trapping,Yes,1760,NA,NA,NA,NA,NA,NA,811,836,1,5591.358794,698.2486338,26.96817366,0
182,1098,NO,2,1,1,1,mithun,No,3080,NA,NA,NA,NA,NA,1042;1041,912,945.5,1,19855.78065,3563.943087,27.03014602,0
183,1267,YES,1,1,3,3,firewood_coll,No,20400,nb,NA,2021,NA,NA,1042,630,591.5,1,86262.42692,5385.046537,20.47380299,1
184,988,YES,1,1,7,7,hunting,Yes,4750,nb,year,2023,4,2,986;987,1088,1105,0,774.0884878,5755.964349,32.5567871,1
184,987,YES,2,1,1,1,transit,No,2290,nb,year,2023,5,2,986,679,997,1,3830.405317,8892.185539,32.46450239,1
185,986,NO,2,2,3,6,fishing,No,1900,NA,NA,NA,NA,NA,NA,608,551,0,28479.45363,9336.355797,27.42082419,0
185,1044,YES,1,6,8,48,trapping,Yes,1750,nb,NA,2020,NA,NA,986;987,643,631.5,0,34725.91838,1157.757752,31.9204876,1
186,986,YES,1,1,2,2,firewood_coll,No,200,nb,NA,2022,NA,NA,NA,608,551,0,28479.45363,9336.355797,27.42082419,1
186,988,YES,3,5,15,75,transit,No,4030,nb,NA,2020,NA,NA,986;987,1088,1105,0,774.0884878,5755.964349,32.5567871,1
186,931,NO,1,4,10,40,trapping,Yes,4810,NA,NA,NA,NA,NA,987;930;986,1089,1027.5,0,5038.599564,0,32.75276376,0
187,987,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,986,679,997,1,3830.405317,8892.185539,32.46450239,0
187,1042,YES,1,1,3,3,mithun,No,4700,ds,NA,2022,NA,NA,986;985,811,836,1,5591.358794,698.2486338,26.96817366,1
188,1214,NO,1,2,6,12,trapping,Yes,10000,NA,NA,NA,NA,NA,1101;1158,1552,1603.5,0,9609.469684,0,31.25795054,0
188,1044,NO,2,1,2,2,mithun,No,3000,NA,NA,NA,NA,NA,1101,643,631.5,0,34725.91838,1157.757752,31.9204876,0
188,1100,NO,2,1,2,2,mithun,No,3000,ds,NA,2003,NA,NA,1101,1188,1179,0,9903.761643,0,33.07398614,0
189,1101,NO,1,2,4,8,hunting,Yes,2000,nb,NA,2013,NA,NA,NA,840,819,1,14033.23684,6612.735772,32.41430377,0
189,1215,YES,3,4,8,32,rice,No,1000,fs,year,2023,5,2,1101;1158,889,908,1,15697.34198,2545.328285,33.81820592,1
189,1158,YES,1,2,9,18,trapping,Yes,4000,nb,year,2023,4,2,1101,922,925,0,27239.72099,203.5010122,35.01009635,1
189,1044,NO,1,2,10,20,trapping,Yes,1750,NA,NA,NA,NA,NA,1101,643,631.5,0,34725.91838,1157.757752,31.9204876,0
189,1102,NO,1,3,10,30,trapping,Yes,1830,NA,NA,NA,NA,NA,1101,680,640,0,22148.25125,11187.00753,25.71916764,0
190,1100,NO,3,2,3,6,mithun,No,2630,NA,NA,NA,NA,NA,1101,1188,1179,0,9903.761643,0,33.07398614,0
190,1045,NO,3,2,3,6,mithun,No,2380,NA,NA,NA,NA,NA,1044;1101,643,553.5,1,15908.06242,11209.45001,32.91197617,0
191,1044,NO,3,2,3,6,mithun,No,2730,NA,NA,NA,NA,NA,1101,643,631.5,0,34725.91838,1157.757752,31.9204876,0
191,1101,NO,2,1,3,3,rice,No,1080,NA,NA,NA,NA,NA,NA,840,819,1,14033.23684,6612.735772,32.41430377,0
192,1101,NO,1,3,6,18,trapping,Yes,2160,NA,NA,NA,NA,NA,NA,840,819,1,14033.23684,6612.735772,32.41430377,0
192,1044,NO,3,8,4,32,mithun,No,610,NA,NA,NA,NA,NA,1101,643,631.5,0,34725.91838,1157.757752,31.9204876,0
193,1044,NO,3,4,12,48,rice,No,1030,NA,NA,NA,NA,NA,1101,643,631.5,0,34725.91838,1157.757752,31.9204876,0
194,1215,NO,1,3,4,12,cardamom,No,890,nb,NA,2017,NA,NA,NA,889,908,1,15697.34198,2545.328285,33.81820592,0
195,1272,NO,2,1,1,1,mithun,No,1290,NA,NA,NA,NA,NA,1215,1214,1258.5,0,10630.24171,0,35.74655973,0
196,1271,NO,1,4,10,40,hunting,Yes,3830,NA,NA,NA,NA,NA,1272;1215,1887,1766.5,0,2113.153199,0,28.09757561,0
197,1215,NO,1,1,4,4,trapping,Yes,1210,nb,NA,2017,NA,NA,NA,889,908,1,15697.34198,2545.328285,33.81820592,0
197,1329,NO,1,1,4,4,trapping,Yes,4480,nb,NA,2017,NA,NA,1215;1272,1475,1513.5,0,5073.079904,0,33.46729212,0
197,1216,NO,2,2,15,30,mithun,No,930,NA,NA,NA,NA,NA,1215,814,700,0,9363.761643,2921.03011,32.1940317,0
197,1273,NO,2,2,15,30,rice,No,650,NA,NA,NA,NA,NA,1215;1216,648,646.5,0,16026.16942,4148.781734,33.56245811,0
197,1158,NO,2,3,3,9,fishing,No,3110,nb,NA,2017,NA,NA,1215,922,925,0,27239.72099,203.5010122,35.01009635,0
198,1158,NO,3,6,4,24,trapping,Yes,0,ds,NA,2014,NA,NA,,922,925,0,27239.72099,203.5010122,35.01009635,0
198,1272,NO,3,6,4,24,trapping,Yes,2960,nb,NA,2003,NA,NA,1215,1214,1258.5,0,10630.24171,0,35.74655973,0
199,1215,NO,3,6,3,18,trapping,Yes,720,nb,NA,2013,NA,NA,NA,889,908,1,15697.34198,2545.328285,33.81820592,0
199,1158,NO,3,2,2,4,cardamom,No,3330,NA,NA,NA,NA,NA,1215,922,925,0,27239.72099,203.5010122,35.01009635,0
199,1216,NO,2,1,2,2,mithun,No,1040,NA,NA,NA,NA,NA,1215,814,700,0,9363.761643,2921.03011,32.1940317,0
199,1101,NO,3,4,10,40,rice,No,100,NA,NA,NA,NA,NA,1215;1158,840,819,1,14033.23684,6612.735772,32.41430377,0
199,1214,YES,3,5,10,50,trapping,Yes,2500,nb,NA,2022,1,1,1215,1552,1603.5,0,9609.469684,0,31.25795054,1
200,1213,NO,1,3,10,30,trapping,Yes,5500,NA,NA,NA,NA,NA,1215;1214,1930,1970,0,3102.953337,0,27.18252921,0
201,1272,NO,2,1,2,2,mithun,No,1000,NA,NA,NA,NA,NA,1215,1214,1258.5,0,10630.24171,0,35.74655973,0
202,1158,YES,1,4,15,60,trapping,Yes,5500,nb,NA,2022,10,1,1215,922,925,0,27239.72099,203.5010122,35.01009635,1
202,1213,NO,1,4,15,60,trapping,Yes,7500,NA,NA,NA,NA,NA,1214;1215,1930,1970,0,3102.953337,0,27.18252921,0
203,1389,NO,1,2,15,30,trapping,Yes,3250,NA,NA,NA,NA,NA,1332,1325,1381,0,2721.909211,0,33.31701944,0
203,1217,NO,2,3,2,6,rice,No,7200,nb,NA,2016,NA,NA,1332;1275;1218,663,737,0,17309.85387,3909.591633,33.75583233,0
204,1274,NO,1,2,10,20,trapping,Yes,11900,NA,NA,NA,NA,NA,1332;1275,813,754,0,10584.78293,3958.262305,33.21078957,0
204,1217,NO,3,5,10,50,mithun,No,4920,NA,NA,NA,NA,NA,1332;1275;1218,663,737,0,17309.85387,3909.591633,33.75583233,0
205,1218,YES,1,2,4,8,hunting,Yes,7440,ds,NA,2020,NA,NA,1332;1275,482,462,1,14898.22042,10541.18645,23.33813227,1
205,1274,NO,1,2,4,8,hunting,Yes,5170,NA,NA,NA,NA,NA,1332;1275,813,754,0,10584.78293,3958.262305,33.21078957,0
206,1332,NO,1,2,5,10,trapping,Yes,1990,NA,NA,NA,NA,NA,NA,1091,1112,1,584.7583033,7.225908591,32.95665907,0
206,1275,NO,3,12,3,36,mithun,No,1170,NA,NA,NA,NA,NA,1332,867,920.5,0,7555.579833,9282.773625,29.24182609,0
207,1390,NO,1,2,3,6,hunting,Yes,3620,NA,NA,NA,NA,NA,1332;1333,1083,1164.5,0,4077.455622,2625.635285,29.94971545,0
207,1332,NO,1,2,3,6,hunting,Yes,2160,NA,NA,NA,NA,NA,NA,1091,1112,1,584.7583033,7.225908591,32.95665907,0
207,1217,NO,1,2,3,6,hunting,Yes,5200,NA,NA,NA,NA,NA,1332;1275;1218,663,737,0,17309.85387,3909.591633,33.75583233,0
208,1332,NO,3,2,5,10,cane_coll,No,0,NA,NA,NA,NA,NA,NA,1091,1112,1,584.7583033,7.225908591,32.95665907,0
209,1333,NO,3,12,30,360,village,No,0,NA,NA,NA,NA,NA,1332,637,617.5,0,10383.59523,8465.32835,25.85049627,0
210,988,YES,1,4,10,40,trapping,Yes,19000,nb,NA,2023,5,2,1045;1046;989,1088,1105,0,774.0884878,5755.964349,32.5567871,1
211,929,NO,3,2,3,6,mithun,No,2700,nb,NA,2019,NA,NA,985;986,694,919,0,6053.287513,0,32.22507808,0
211,986,NO,3,2,3,6,mithun,No,3010,NA,NA,NA,NA,NA,985,608,551,0,28479.45363,9336.355797,27.42082419,0
212,985,NO,3,2,3,6,mithun,No,1900,NA,NA,NA,NA,NA,NA,629,578,1,47274.70368,11304.38954,23.51868719,0
212,928,NO,1,5,2,10,hunting,Yes,4570,NA,NA,NA,NA,NA,985,1402,1262,0,4831.381562,0,36.51638551,0
213,1160,YES,2,1,2,2,trapping,Yes,540,ob,NA,2023,5,2,NA,1052,1160,1,974.5478808,12105.59175,30.59994717,1
214,1160,NO,1,3,15,45,trapping,Yes,0,NA,NA,NA,NA,NA,NA,1052,1160,1,974.5478808,12105.59175,30.59994717,0
215,988,NO,2,1,10,10,trapping,Yes,3740,nb,NA,2018,NA,NA,1045;1046;989,1088,1105,0,774.0884878,5755.964349,32.5567871,0
216,988,YES,1,5,15,75,trapping,Yes,3170,nb,year,2022,12,1,1045;1046;989,1088,1105,0,774.0884878,5755.964349,32.5567871,1
216,989,NO,2,1,3,3,fishing,No,2830,NA,NA,NA,NA,NA,1045;1046,1018,1005,0,2666.495675,4950.204506,32.21609487,0
216,1045,NO,2,2,3,6,mithun,No,1870,NA,NA,NA,NA,NA,NA,643,553.5,1,15908.06242,11209.45001,32.91197617,0
217,987,YES,1,4,8,32,rice,No,3760,nb,year,2022,4,2,1045;1046;989;987,679,997,1,3830.405317,8892.185539,32.46450239,1
218,1162,NO,2,2,5,10,rice,No,10000,ob,NA,2008,NA,NA,1160;1161,1029,1058,0,9810.047869,0,35.83238198,0
218,1160,NO,2,2,5,10,rice,No,1540,ob,NA,2008,NA,NA,NA,1052,1160,1,974.5478808,12105.59175,30.59994717,0
218,1102,NO,2,3,15,45,rice,No,3760,NA,NA,NA,NA,NA,1160;1159,680,640,0,22148.25125,11187.00753,25.71916764,0
219,1273,YES,1,3,4,12,trapping,Yes,4570,nb,month,2022,10;11;12,1,1160;11217;1216,648,646.5,0,16026.16942,4148.781734,33.56245811,1
219,1160,NO,1,3,4,12,trapping,Yes,1780,NA,NA,NA,NA,NA,NA,1052,1160,1,974.5478808,12105.59175,30.59994717,0
219,1102,NO,2,3,9,27,rice,No,3760,NA,NA,NA,NA,NA,1160;1159,680,640,0,22148.25125,11187.00753,25.71916764,0
220,1276,YES,1,5,15,75,trapping,Yes,3940,nb,year,2023,1,1,1218;1275,742,661.5,0,33480.98314,4569.976197,32.67998708,1
220,700,NO,1,4,7,28,hunting,Yes,31900,NA,NA,NA,NA,NA,1218;987;930;873;872;815,1803,1758.5,0,4561.799483,0,35.82723131,0
221,1163,NO,1,4,8,32,hunting,Yes,7450,NA,NA,NA,NA,NA,1218;1219;1162,932,1677,0,3261.661435,0,33.78074201,0
221,1337,NO,1,4,8,32,hunting,Yes,15900,NA,NA,NA,NA,NA,1218;1276;1277;1278;1336;1337,938,1653.5,0,1539.957015,0,35.0691249,0
222,1449,NO,1,3,15,45,trapping,Yes,1380,NA,NA,NA,NA,NA,NA,417,415,2,70029.88195,11202.83892,19.47274827,0
222,1393,YES,1,3,15,45,trapping,Yes,2760,nb,year,2023,1,1,1449;1450,860,823,0,4186.029112,1598.900818,29.78863871,1
222,1392,YES,1,1,2,2,mithun,No,2830,nb,year,2022,9;10,1,1449,415,424,0,33727.34317,7047.636871,20.55207152,1
223,1449,NO,1,2,3,6,fodder_coll,No,300,NA,NA,NA,NA,NA,NA,417,415,2,70029.88195,11202.83892,19.47274827,0
224,1276,YES,1,2,3,6,mithun,No,4770,nb,year,2022,12,1,1218;1275,742,661.5,0,33480.98314,4569.976197,32.67998708,1
225,1276,YES,3,12,4,48,mithun,No,2890,nb,year,2022,NA,NA,1218;1275,742,661.5,0,33480.98314,4569.976197,32.67998708,1
226,1218,YES,3,7,10,70,hunting,Yes,1780,nb,year,2023,3,2,NA,482,462,1,14898.22042,10541.18645,23.33813227,1
226,1162,NO,2,1,2,2,mithun,No,3720,NA,NA,NA,NA,NA,1218;1219,1029,1058,0,9810.047869,0,35.83238198,0
226,1275,NO,1,2,15,30,rice,No,900,NA,NA,NA,NA,NA,1218,867,920.5,0,7555.579833,9282.773625,29.24182609,0
226,1219,YES,2,2,10,20,trapping,Yes,2620,nb,year,2023,7;8,2,1218,1219,1042.5,0,4341.469872,1132.094365,33.16374721,1
227,1276,YES,1,5,15,75,trapping,Yes,4140,nb,year,2022,2;12,1,1218;1275,742,661.5,0,33480.98314,4569.976197,32.67998708,1
227,1334,YES,1,5,5,25,mithun,No,6780,nb,year,2022,NA,NA,1218;1275;1276;1333,1463,1489.5,0,189.9333793,0,32.74562552,1
228,1567,YES,1,2,7,14,hunting,Yes,1670,nb,year,2023,2,1,1568,694,694,1,125578.1811,13064.71031,21.82316958,1
228,1568,YES,3,2,4,8,mithun,No,1480,ds,year,2021,3,2,NA,730,722.5,1,36892.07614,23807.03466,26.10018786,1
229,1568,NO,2,2,6,12,rice,No,620,NA,NA,NA,NA,NA,NA,730,722.5,1,36892.07614,23807.03466,26.10018786,0
230,1568,NO,1,2,4,8,mithun,No,1050,NA,NA,NA,NA,NA,NA,730,722.5,1,36892.07614,23807.03466,26.10018786,0
231,1509,YES,1,2,4,8,mithun,No,1490,ds,year,2021,NA,NA,1568;1567;1566,656,629,0,46973.99411,6067.704558,22.17228716,1
231,1567,NO,1,2,4,8,rice,No,1240,NA,NA,NA,NA,NA,1568,694,694,1,125578.1811,13064.71031,21.82316958,0
